BeneficialUseCategory,AllocationPrimaryUseCategory,USGSCategoryNameCV,NAICSCodeNameCV
"Fish Propagation,Flow Through,Reservoir Supply,Reservoir Supply","","",""
"Domestic-- Surface water,Recreation","","",""
"Domestic-- Ground Water,Industrial-- Ground Water","","",""
"Industrial-- Surface water,Recreation,Reservoir Supply,Reservoir Supply","","",""
"Commercial,Domestic-- Surface water","","",""
"Domestic Supply,Stock","","",""
"Domestic-- Surface water,Industrial-- Surface water,Irrigation-- Surface water,Stock","","",""
"Irrigation-- Surface water,Irrigation-- Surface water,Reservoir Supply,Reservoir Supply","","",""
"Other,Others -- Miscellaneous,Railroad","","",""
"Irrigation-- Surface water,Irrigation-- Surface water,Stock,Stock","","",""
Miscellaneous-- Ground Water,"","",""
"Domestic-- Surface water,Irrigation-- Surface water,Recreation,Stock,Wildlife","","",""
"Domestic-- Surface water,Transportation","","",""
"Domestic-- Surface water,Fire Protection,Fire Protection,Stock","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Medicinal","","",""
"Industrial-- Surface water,Recreation,Wildlife","","",""
"Irrigation-- Surface water,Irrigation-- Surface water,Stock & Domestic - Surface Water,Stock & Domestic - Surface Water","","",""
"Milling,Mining,Other,Others -- Miscellaneous","","",""
Recreation,"","",""
"Fish Propagation,Other,Others -- Miscellaneous,Recreation","","",""
"Commercial,Stock & Domestic - Surface Water","","",""
"Flow Through,Irrigation-- Surface water,Reservoir Supply,Reservoir Supply","","",""
"Industrial-- Surface water,Irrigation-- Surface water,Stock","","",""
"Industrial-- Surface water,Recreation","","",""
"Domestic-- Surface water,Power,Stock","","",""
This beneficial use requires that the water be left in the stream bed.,"","",""
"Fish Propagation,Flow Through,Irrigation-- Surface water","","",""
Wildlife,"","",""
Steam,"","",""
"Domestic-- Surface water,Irrigation-- Surface water,Reservoir Supply,Reservoir Supply","","",""
Domestic Supply,"","",""
"Fish Propagation,Irrigation-- Surface water,Recreation,Wetlands,Wetlands,Wildlife","","",""
"Domestic-- Surface water,Flood Control,Res Supply (Flow Through),Industrial-- Surface water,Irrigation-- Surface water,Power","","",""
"Other,Others -- Miscellaneous,Wildlife,Wildlife","","",""
Irrigation-- Ground Water,"","",""
"Domestic-- Surface water,Fish Propagation,Stock","","",""
"Fish Propagation,Recreation,Wetlands,Wetlands,Wildlife","","",""
"Irrigation-- Surface water,Reservoir Supply,Reservoir Supply,Stock & Domestic - Surface Water","","",""
"Fish Propagation,Flow Through,Recreation,Reservoir Supply,Reservoir Supply","","",""
"Recreation,Stock","","",""
"Domestic-- Surface water,Fish Propagation,Recreation,Stock","","",""
"Flood Control,Res Supply (Flow Through),Other,Others -- Miscellaneous,Sediment Control","","",""
"Domestic-- Surface water,Mining,Steam","","",""
"Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water,Power","","",""
"Industrial-- Surface water,Stock & Domestic - Surface Water","","",""
"Erosion Control,Fish Propagation,Flood Control,Res Supply (Flow Through),Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water","","",""
"Municipal-- Surface water,Stock & Domestic - Surface Water","","",""
"Fire Protection,Fire Protection,Fish Propagation,Stock,Wildlife","","",""
"Fire Protection,Fire Protection,Industrial-- Surface water","","",""
"Flood Control,Res Supply (Flow Through),Stock","","",""
"Irrigation-- Surface water,Stock,Wildlife","","",""
"Domestic-- Surface water,Domestic-- Surface water,Irrigation-- Surface water,Irrigation-- Surface water","","",""
"Fire Protection,Fire Protection,Wildlife,Wildlife","","",""
"Domestic-- Ground Water,Miscellaneous-- Ground Water,Stockyard (Pig, Cow, Chicken),Stock Watering","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Manufacturing,Mining","","",""
"Flood Control,Res Supply (Flow Through),Industrial-- Surface water,Other,Others -- Miscellaneous,Stock","","",""
"Industrial-- Ground Water,Miscellaneous-- Ground Water","","",""
"Mining,Municipal-- Surface water","","",""
"Industrial-- Surface water,Municipal-- Surface water,Reservoir Supply,Reservoir Supply","","",""
Domestic-- Ground Water,"","",""
"Fish Propagation,Industrial-- Surface water,Irrigation-- Surface water,Recreation,Wildlife","","",""
"Flood Control,Res Supply (Flow Through)","","",""
"Fish Propagation,Fish Propagation,Flood Control,Res Supply (Flow Through)","","",""
This beneficial use is for the municipal and industrial sectors,"","",""
"Fire Protection,Fire Protection,Irrigation-- Surface water,Recreation,Stock","","",""
"Irrigation-- Ground Water,Irrigation-- Ground Water","","",""
"Fire Protection,Fire Protection,Other,Others -- Miscellaneous,Stock","","",""
"Domestic-- Surface water,Wetlands,Wetlands","","",""
"Domestic-- Surface water,Irrigation-- Surface water","","",""
"Industrial-- Surface water,Irrigation-- Surface water","","",""
"Fish Propagation,Stock,Wildlife","","",""
Stock,"","",""
"Domestic-- Surface water,Railroad,Stock","","",""
"Fish Propagation,Stock,Wetlands,Wetlands,Wildlife","","",""
Municipal-- Ground Water,"","",""
"Domestic Supply,Municipal-- Surface water,Other,Others -- Miscellaneous","","",""
"Industrial-- Surface water,Industrial-- Surface water","","",""
"Fish Propagation,Irrigation-- Surface water,Municipal-- Surface water","","",""
"Fish Propagation,Hydropower,Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water,Recreation,Wetlands,Wetlands,Wildlife","","",""
"Fish Propagation,Irrigation-- Surface water,Municipal-- Surface water,Recreation,Wildlife","","",""
"Municipal-- Surface water,Other,Others -- Miscellaneous","","",""
"Domestic-- Surface water,Industrial-- Surface water,Municipal-- Surface water","","",""
"Domestic Supply,Industrial-- Surface water,Industrial-- Surface water,Industrial-- Surface water,Municipal-- Surface water","","",""
"Industrial-- Ground Water,Industrial-- Ground Water,Miscellaneous-- Ground Water,Miscellaneous-- Ground Water,Municipal-- Ground Water,Municipal-- Ground Water","","",""
"Domestic-- Surface water,Municipal-- Surface water,Other,Others -- Miscellaneous,Railroad","","",""
"Fish Propagation,Recreation,Stock,Wetlands,Wetlands","","",""
Combined Uses,"","",""
"Fire Protection,Fire Protection,Irrigation-- Surface water","","",""
"Reservoir Supply,Reservoir Supply,Stock,Wetlands,Wetlands","","",""
"Flood Control,Res Supply (Flow Through),Industrial-- Surface water,Industrial-- Surface water,Stock","","",""
"Industrial-- Surface water,Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Railroad","","",""
"Fire Protection,Fire Protection,Manufacturing","","",""
"Fish Propagation,Irrigation-- Surface water,Wetlands,Wetlands","","",""
"Fish Propagation,Irrigation-- Surface water,Wildlife","","",""
"Reservoir Supply,Reservoir Supply","","",""
"Domestic Supply,Irrigation-- Surface water,Reservoir Supply,Reservoir Supply","","",""
"Industrial-- Surface water,Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water","","",""
"Fire Protection,Fire Protection,Stock","","",""
"Industrial-- Surface water,Industrial-- Surface water,Industrial-- Surface water,Stock","","",""
"Domestic-- Surface water,Mining","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Power","","",""
"Domestic-- Surface water,Municipal-- Surface water,Railroad,Steam","","",""
"Domestic-- Surface water,Reservoir Supply,Reservoir Supply,Stock","","",""
"Domestic-- Surface water,Medicinal","","",""
"Irrigation-- Surface water,Other,Others -- Miscellaneous,Stock","","",""
"Fish Propagation,Wildlife","","",""
"Domestic-- Surface water,Fish Propagation,Hydropower,Irrigation-- Surface water,Power,Stock","","",""
"Domestic-- Surface water,Stock,Wildlife","","",""
"Domestic-- Surface water,Mining,Stock","","",""
"Irrigation-- Ground Water,Miscellaneous-- Ground Water,Stockyard (Pig, Cow, Chicken),Stock Watering","","",""
"Fish Propagation,Flow Through","","",""
"Fish Propagation,Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water","","",""
"Industrial-- Surface water,Wetlands,Wetlands","","",""
"Domestic-- Surface water,Fish Propagation,Industrial-- Surface water,Irrigation-- Surface water,Manufacturing,Stock","","",""
"Domestic-- Surface water,Industrial-- Surface water,Irrigation-- Surface water,Power,Stock","","",""
"Domestic-- Surface water,Flow Through,Reservoir Supply,Reservoir Supply","","",""
"Domestic Supply,Fire Protection,Fire Protection","","",""
Hydropower,"","",""
"Industrial-- Surface water,Municipal-- Surface water","","",""
"Commercial,Fish Propagation","","",""
"Medicinal,Recreation","","",""
"Domestic-- Surface water,Manufacturing,Steam,Stock","","",""
"Recreation,Wetlands,Wetlands","","",""
"Domestic-- Surface water,Fish Propagation,Irrigation-- Surface water,Stock","","",""
"Recreation,Stock,Wildlife","","",""
Irrigation-- Surface water,"","",""
"Irrigation-- Surface water,Stock & Domestic - Surface Water","","",""
"Fire Protection,Fire Protection,Fish Propagation,Reservoir Supply,Reservoir Supply","","",""
"Commercial,Domestic Supply,Fire Protection,Fire Protection,Stock","","",""
"Domestic Supply,Fish Propagation","","",""
"Flood Control,Res Supply (Flow Through),Recreation,Wetlands,Wetlands","","",""
"Erosion Control,Stock","","",""
Industrial-- Surface water,"","",""
"Fish Propagation,Stock,Wetlands,Wetlands","","",""
"Other,Others -- Miscellaneous","","",""
"Irrigation-- Surface water,Municipal-- Surface water,Reservoir Supply,Reservoir Supply","","",""
"Municipal-- Surface water,Stock","","",""
"Industrial-- Surface water,Other,Others -- Miscellaneous","","",""
Municipal-- Surface water,"","",""
"Domestic-- Surface water,Fish Propagation,Flood Control,Res Supply (Flow Through),Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water,Other,Others -- Miscellaneous","","",""
"Irrigation-- Surface water,Irrigation-- Surface water,Irrigation-- Surface water,Stock & Domestic - Surface Water","","",""
"Municipal-- Surface water,Municipal-- Surface water","","",""
"Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water,Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply","","",""
"Stock,Wetlands,Wetlands,Wildlife","","",""
"Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply","","",""
Instream Flow-only State of Wyo can apply,"","",""
"Fish Propagation,Stock","","",""
"Irrigation-- Surface water,Reservoir Supply,Reservoir Supply,Stock","","",""
"Reservoir Supply,Reservoir Supply,Stock","","",""
"Other,Others -- Miscellaneous,Recreation","","",""
"Other,Others -- Miscellaneous,Reservoir Supply,Reservoir Supply","","",""
"Flood Control,Res Supply (Flow Through),Industrial-- Surface water,Stock","","",""
"Flood Control,Res Supply (Flow Through),Industrial-- Surface water,Municipal-- Surface water","","",""
"Domestic-- Surface water,Municipal-- Surface water,Railroad","","",""
"Fish Propagation,Other,Others -- Miscellaneous","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Irrigation-- Surface water,Irrigation-- Surface water","","",""
"Domestic Supply,Fire Protection,Fire Protection,Industrial-- Surface water,Stock","","",""
"Flow Through,Reservoir Supply,Reservoir Supply","","",""
"Fish Propagation,Flood Control,Res Supply (Flow Through),Recreation","","",""
"Industrial-- Surface water,Wildlife","","",""
"Domestic-- Surface water,Fire Protection,Fire Protection,Stock,Wildlife","","",""
"Domestic-- Surface water,Other,Others -- Miscellaneous,Railroad","","",""
"Domestic-- Surface water,Mechanical","","",""
"Domestic-- Surface water,Municipal-- Surface water,Other,Others -- Miscellaneous","","",""
"Domestic-- Ground Water,Irrigation-- Ground Water","","",""
"Irrigation-- Surface water,Irrigation-- Surface water,Other,Others -- Miscellaneous","","",""
"Irrigation-- Surface water,Recreation,Stock","","",""
"Fish Propagation,Irrigation-- Surface water,Recreation,Stock,Wildlife","","",""
"Mining,Municipal-- Surface water,Other,Others -- Miscellaneous,Railroad","","",""
"Domestic-- Surface water,Industrial-- Surface water,Industrial-- Surface water,Irrigation-- Surface water,Stock","","",""
"Domestic-- Ground Water,Domestic-- Ground Water,Irrigation-- Ground Water,Irrigation-- Ground Water,Miscellaneous-- Ground Water,Miscellaneous-- Ground Water","","",""
"Irrigation-- Surface water,Irrigation-- Surface water","","",""
"Fish Propagation,Irrigation-- Surface water,Stock,Wildlife","","",""
"Fish Propagation,Flood Control,Res Supply (Flow Through),Stock,Wildlife","","",""
"Domestic-- Ground Water,Irrigation-- Ground Water,Miscellaneous-- Ground Water,Stockyard (Pig, Cow, Chicken),Stock Watering","","",""
"Industrial-- Surface water,Steam","","",""
"Industrial-- Surface water,Industrial-- Surface water,Industrial-- Surface water,Industrial-- Surface water,Irrigation-- Surface water,Stock","","",""
"Fish Propagation,Industrial-- Surface water,Irrigation-- Surface water,Recreation,Stock","","",""
"Industrial-- Surface water,Irrigation-- Surface water,Power,Stock","","",""
"Domestic-- Surface water,Fish Propagation,Ice Cutting,Recreation,Stock","","",""
"Flood Control,Res Supply (Flow Through),Irrigation-- Surface water,Recreation,Stock","","",""
"Flood Control,Res Supply (Flow Through),Irrigation-- Surface water,Other,Others -- Miscellaneous","","",""
"Hydropower,Stock & Domestic - Surface Water","","",""
"Hydropower,Power","","",""
"Wetlands,Wetlands,Wildlife","","",""
"Irrigation-- Surface water,Stock,Stock","","",""
"Domestic-- Ground Water,Irrigation-- Ground Water,Stockyard (Pig, Cow, Chicken),Stock Watering","","",""
"Domestic Supply,Irrigation-- Surface water,Irrigation-- Surface water","","",""
"Flood Control,Res Supply (Flow Through),Irrigation-- Surface water,Other,Others -- Miscellaneous,Stock","","",""
"Domestic-- Surface water,Municipal-- Surface water,Reservoir Supply,Reservoir Supply","","",""
"Irrigation-- Surface water,Irrigation-- Surface water,Stock","","",""
"Fish Propagation,Municipal-- Surface water,Recreation,Stock","","",""
"Fish Propagation,Recreation,Stock,Wildlife","","",""
"Fish Propagation,Other,Others -- Miscellaneous,Wetlands,Wetlands","","",""
"Flood Control,Res Supply (Flow Through),Pollution Control","","",""
"Miscellaneous-- Ground Water,Miscellaneous-- Ground Water","","",""
"Recreation,Stock,Wetlands,Wetlands,Wildlife","","",""
Industrial-- Ground Water,"","",""
"Fish Propagation,Fish Propagation,Reservoir Supply,Reservoir Supply","","",""
"Domestic-- Surface water,Fish Propagation,Irrigation-- Surface water,Municipal-- Surface water,Stock","","",""
"Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply,Stock","","",""
"Domestic-- Surface water,Fish Propagation,Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water,Power,Recreation","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply","","",""
"Industrial-- Surface water,Other,Others -- Miscellaneous,Stock & Domestic - Surface Water","","",""
Commercial,"","",""
"Industrial-- Ground Water,Industrial-- Ground Water","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Power,Stock","","",""
"Fish Propagation,Industrial-- Surface water,Irrigation-- Surface water,Stock","","",""
"Domestic-- Surface water,Stock","","",""
"Fish Propagation,Stock & Domestic - Surface Water","","",""
"Domestic-- Surface water,Erosion Control,Fire Protection,Fire Protection,Fish Propagation,Flood Control,Res Supply (Flow Through),Irrigation-- Surface water,Power,Recreation,Stock","","",""
Stock & Domestic - Surface Water,"","",""
"Miscellaneous-- Ground Water,Stockyard (Pig, Cow, Chicken),Stock Watering","","",""
"Domestic-- Ground Water,Industrial-- Ground Water,Miscellaneous-- Ground Water","","",""
"Industrial-- Surface water,Industrial-- Surface water,Stock","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Irrigation-- Surface water","","",""
"Fish Propagation,Irrigation-- Surface water,Recreation,Wetlands,Wetlands","","",""
"Irrigation-- Surface water,Railroad","","",""
"Miscellaneous-- Ground Water,Municipal-- Ground Water","","",""
"Domestic-- Ground Water,Miscellaneous-- Ground Water","","",""
"Chemical,Domestic-- Surface water,Industrial-- Surface water,Manufacturing,Power","","",""
"Municipal-- Ground Water,Stockyard (Pig, Cow, Chicken),Stock Watering","","",""
"Fish Propagation,Flood Control,Res Supply (Flow Through),Irrigation-- Surface water,Recreation","","",""
"Fire Protection,Fire Protection,Flow Through,Reservoir Supply,Reservoir Supply","","",""
Mechanical,"","",""
"Domestic-- Surface water,Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water","","",""
"Wetlands,Wetlands","","",""
"Fire Protection,Fire Protection,Fish Propagation,Wetlands,Wetlands,Wildlife","","",""
"Recreation,Recreation,Reservoir Supply,Reservoir Supply","","",""
"Mining,Municipal-- Surface water,Power","","",""
"Stockyard (Pig, Cow, Chicken),Stock Watering","","",""
"Irrigation-- Surface water,Reservoir Supply,Reservoir Supply","","",""
"Railroad,Stock","","",""
"Domestic-- Surface water,Fish Propagation,Flow Through,Irrigation-- Surface water,Reservoir Supply,Reservoir Supply","","",""
"Domestic Supply,Fish Propagation,Industrial-- Surface water,Recreation","","",""
"Other,Others -- Miscellaneous,Stock & Domestic - Surface Water","","",""
"Fire Protection,Fire Protection,Industrial-- Surface water,Industrial-- Surface water","","",""
"Fish Propagation,Recreation,Wildlife","","",""
"Fish Propagation,Irrigation-- Surface water,Stock","","",""
"Fish Propagation,Irrigation-- Surface water,Recreation","","",""
Ground Water Recharge,"","",""
"Domestic Supply,Recreation","","",""
"Industrial-- Surface water,Industrial-- Surface water,Other,Others -- Miscellaneous","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Irrigation-- Surface water,Stock","","",""
"Flood Control,Res Supply (Flow Through),Irrigation-- Surface water","","",""
"Domestic-- Surface water,Fish Propagation","","",""
"Flood Control,Res Supply (Flow Through),Stock,Wildlife","","",""
"Domestic Supply,Irrigation-- Surface water,Recreation,Stock","","",""
"Fish Propagation,Irrigation-- Surface water,Recreation,Wildlife","","",""
"Recreation,Reservoir Supply,Reservoir Supply","","",""
"Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water,Reservoir Supply,Reservoir Supply","","",""
"Fish Propagation,Reservoir Supply,Reservoir Supply","","",""
"Fish Propagation,Flood Control,Res Supply (Flow Through),Recreation,Wildlife","","",""
"Irrigation-- Surface water,Recreation","","",""
"Domestic-- Surface water,Other,Others -- Miscellaneous","","",""
"Industrial-- Surface water,Milling,Stock","","",""
"Hydropower,Municipal-- Surface water","","",""
"Stock,Stock","","",""
"Domestic-- Surface water,Fire Protection,Fire Protection,Irrigation-- Surface water,Recreation","","",""
"Recreation,Stock & Domestic - Surface Water","","",""
"Fish Propagation,Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply","","",""
"Domestic-- Surface water,Milling,Power","","",""
"Domestic-- Surface water,Industrial-- Surface water,Manufacturing,Stock","","",""
Flow Through,"","",""
"Fire Protection,Fire Protection,Other,Others -- Miscellaneous","","",""
"Fire Protection,Fire Protection,Irrigation-- Surface water,Stock","","",""
"Fish Propagation,Wetlands,Wetlands","","",""
"Fish Propagation,Other,Others -- Miscellaneous,Recreation,Wildlife","","",""
"Domestic-- Surface water,Fish Propagation,Irrigation-- Surface water","","",""
"Domestic-- Surface water,Industrial-- Surface water,Industrial-- Surface water,Municipal-- Surface water","","",""
"Industrial-- Ground Water,Stockyard (Pig, Cow, Chicken),Stock Watering","","",""
"Domestic-- Surface water,Fish Propagation,Flood Control,Res Supply (Flow Through),Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water,Power,Stock","","",""
"Domestic Supply,Irrigation-- Surface water","","",""
"Domestic-- Surface water,Steam","","",""
"Domestic-- Surface water,Flood Control,Res Supply (Flow Through),Irrigation-- Surface water,Power","","",""
"Erosion Control,Flood Control,Res Supply (Flow Through)","","",""
"Fish Propagation,Flood Control,Res Supply (Flow Through),Stock,Wetlands,Wetlands,Wildlife","","",""
"Industrial-- Surface water,Pollution Control","","",""
"Fish Propagation,Recreation","","",""
"Flood Control,Res Supply (Flow Through),Recreation","","",""
"Industrial-- Surface water,Municipal-- Surface water,Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply","","",""
"Domestic Supply,Fish Propagation,Wetlands,Wetlands","","",""
"Stock & Domestic - Surface Water,Stock","","",""
"Domestic-- Surface water,Industrial-- Surface water,Mining,Stock","","",""
"Fish Propagation,Flow Through,Reservoir Supply,Reservoir Supply,Wetlands,Wetlands","","",""
"Domestic-- Ground Water,Domestic-- Ground Water,Irrigation-- Ground Water,Irrigation-- Ground Water,Stockyard (Pig, Cow, Chicken),Stock Watering,Stockyard (Pig, Cow, Chicken),Stock Watering","","",""
Domestic-- Surface water,"","",""
"Fish Propagation,Hydropower,Irrigation-- Surface water,Power,Stock","","",""
"Wetlands,Wetlands,Wetlands,Wetlands","","",""
"Industrial-- Surface water,Stock","","",""
"Domestic-- Surface water,Railroad","","",""
"Domestic-- Ground Water,Domestic-- Ground Water,Miscellaneous-- Ground Water,Miscellaneous-- Ground Water","","",""
"Domestic-- Surface water,Fire Protection,Fire Protection,Industrial-- Surface water","","",""
"Maintenance (Equipment Washing),Stock","","",""
Ice Cutting,"","",""
"Fish Propagation,Recreation,Stock","","",""
"Other,Others -- Miscellaneous,Snow Making","","",""
"Domestic Supply,Fire Protection,Fire Protection,Industrial-- Surface water,Municipal-- Surface water","","",""
"Irrigation-- Surface water,Irrigation-- Surface water,Municipal-- Surface water","","",""
Snow Making,"","",""
"Domestic-- Surface water,Industrial-- Surface water,Irrigation-- Surface water,Mining,Municipal-- Surface water,Stock","","",""
"Domestic-- Surface water,Mechanical,Municipal-- Surface water,Railroad","","",""
"Domestic Supply,Fish Propagation,Wildlife","","",""
"Fish Propagation,Irrigation-- Surface water,Recreation,Stock","","",""
Fish Propagation,"","",""
"Domestic-- Surface water,Irrigation-- Surface water,Reservoir Supply,Reservoir Supply,Stock","","",""
"Domestic-- Surface water,Industrial-- Surface water","","",""
"Flow Through,Flow Through","","",""
Coal Bed Natural Gas,"","",""
"Domestic-- Surface water,Fish Propagation,Industrial-- Surface water,Irrigation-- Surface water,Municipal-- Surface water,Power,Recreation,Stock","","",""
"Hydropower,Irrigation-- Surface water,Municipal-- Surface water,Power","","",""
"Domestic Supply,Fish Propagation,Reservoir Supply,Reservoir Supply","","",""
"Domestic-- Surface water,Stock & Domestic - Surface Water,Stock","","",""
"Fish Propagation,Municipal-- Surface water,Other,Others -- Miscellaneous","","",""
"Irrigation-- Surface water,Wildlife","","",""
"Fire Protection,Fire Protection,Fish Propagation","","",""
"Domestic-- Surface water,Fire Protection,Fire Protection,Irrigation-- Surface water,Stock","","",""
"Domestic Supply,Industrial-- Surface water,Municipal-- Surface water","","",""
"Domestic Supply,Industrial-- Surface water,Irrigation-- Surface water","","",""
"Fish Propagation,Flood Control,Res Supply (Flow Through),Municipal-- Surface water,Recreation","","",""
"Fish Propagation,Irrigation-- Surface water","","",""
"Flow Through,Reservoir Supply,Reservoir Supply,Reservoir Supply,Reservoir Supply","","",""
"Flood Control,Res Supply (Flow Through),Industrial-- Surface water,Irrigation-- Surface water,Other,Others -- Miscellaneous","","",""
"Wildlife,Wildlife","","",""
"Industrial-- Surface water,Irrigation-- Surface water,Milling,Stock","","",""
"Domestic-- Surface water,Irrigation-- Surface water,Stock","","",""
"Industrial-- Surface water,Reservoir Supply,Reservoir Supply","","",""
"Flood Control,Res Supply (Flow Through),Other,Others -- Miscellaneous,Recreation,Stock,Wildlife","","",""
