OrganizationUUID,ReportingUnitUUID,VariableSpecificCV,BeneficialUseCategory,WaterSourceUUID,MethodUUID,TimeframeStart,TimeframeEnd,DataPublicationDate,DataPublicationDOI,ReportYearCV,Amount,PopulationServed,PowerGeneratedGWh,IrrigatedAcreage,InterbasinTransferToID,InterbasinTransferFromID
UTDWRE,UT_49027,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,258767.8995,,,,,
UTDWRE,UT_49027,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,261231.6502,,,,,
UTDWRE,UT_49027,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,221595.524,,,,,
UTDWRE,UT_49027,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,203328.511,,,,,
UTDWRE,UT_49027,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,274091.9728,,,,,
UTDWRE,UT_49027,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,246002.9443,,,,,
UTDWRE,UT_49027,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,242608.613,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,18264.63715,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,22098.58184,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,21798.96935,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,19898.19205,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,16756.97581,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,16842.58697,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,15883.29989,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,22197.25887,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,21070.4378,,,,,
UTDWRE,UT_49029,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,17098.42206,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,30461.46831,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,35854.84527,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,25666.84288,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,30826.30723,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,33986.41852,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,30855.77172,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,25743.43311,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,28164.6499,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,25134.32087,,,,,
UTDWRE,UT_49031,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,26175.50359,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,76956.09068,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,86044.55044,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,97594.46417,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,80490.60104,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,91083.83773,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,71779.12016,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,97354.45964,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,75581.42097,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,74241.92122,,,,,
UTDWRE,UT_49033,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,93394.70468,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,22415.10429,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,26904.00717,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,31322.50201,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,19023.78185,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,16214.62473,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,15731.85391,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,13471.54246,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,20927.54564,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,19132.07892,,,,,
UTDWRE,UT_49035,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,13021.27097,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,17442.05405,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,13425.77552,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,11527.03568,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,13548.96783,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,11324.3731,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,13025.07496,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,9609.768287,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,10062.62135,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,8528.893291,,,,,
UTDWRE,UT_49037,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,8303.726158,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,146233.4709,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,160257.3405,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,160341.8286,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,160931.6028,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,158351.0929,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,142186.8743,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,138156.6971,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,158381.9797,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,147263.3007,,,,,
UTDWRE,UT_49039,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,172631.7342,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,105597.5277,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,119048.2347,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,117734.0466,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,119565.3284,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,122551.3819,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,106308.978,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,94715.91072,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,112587.6738,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,104579.5572,,,,,
UTDWRE,UT_49041,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,105599.4359,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,43897.19926,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,48075.13817,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,44987.42707,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,38400.72814,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,32662.08514,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,34254.44382,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,29543.24693,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,47242.15644,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,35475.53366,,,,,
UTDWRE,UT_49043,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,32869.0476,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,44558.27899,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,46067.74262,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,46627.42587,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,47120.72523,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,42101.66183,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,40225.71479,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,41152.99033,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,71231.99388,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,67625.11736,,,,,
UTDWRE,UT_49045,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,68633.10795,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,180188.5897,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,190027.6133,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,156136.2937,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,168280.3389,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,179464.2083,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,163448.3517,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,169707.0385,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,162355.0049,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,147960.8071,,,,,
UTDWRE,UT_49047,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,146327.5278,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,154561.9221,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,176326.4218,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,190077.6149,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,163991.927,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,155415.5307,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,143648.6369,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,138405.1001,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,229476.5777,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,153584.6363,,,,,
UTDWRE,UT_49049,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,140089.1932,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,32179.99521,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,37012.35337,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,39428.17271,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,32768.59053,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,30548.27263,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,29200.42387,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,26130.66906,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,35920.37834,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,32677.89072,,,,,
UTDWRE,UT_49051,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,27572.53552,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,38700.60967,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,36329.45356,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,35797.49178,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,37751.22243,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2009,9/30/2009,4/24/2019,,2009,38934.18653,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2010,9/30/2010,4/24/2019,,2010,35837.30058,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2011,9/30/2011,4/24/2019,,2011,31478.65517,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2012,9/30/2012,4/24/2019,,2012,34345.85094,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2013,9/30/2013,4/24/2019,,2013,31884.73839,,,,,
UTDWRE,UT_49053,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2014,9/30/2014,4/24/2019,,2014,29861.25656,,,,,
UTDWRE,UT_49055,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2005,9/30/2005,4/24/2019,,2005,32843.72207,,,,,
UTDWRE,UT_49055,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2006,9/30/2006,4/24/2019,,2006,34461.85356,,,,,
UTDWRE,UT_49055,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2007,9/30/2007,4/24/2019,,2007,35427.04597,,,,,
UTDWRE,UT_49055,"Consumptive Use, Irrigation",Agriculture,Fresh_SW_GW,"Use, Agricultural Landuse Survey",10/1/2008,9/30/2008,4/24/2019,,2008,35993.45904,,,,,
