OrganizationUUID,ReportingUnitUUID,VariableSpecificCV,BeneficialUseCategory,WaterSourceUUID,MethodUUID,TimeframeStart,TimeframeEnd,DataPublicationDate,DataPublicationDOI,ReportYearCV,Amount,PopulationServed,PowerGeneratedGWh,IrrigatedAcreage,InterbasinTransferToID,InterbasinTransferFromID
UTDWRE,UT_39904,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,221.135953,,,,,
UTDWRE,UT_39904,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,223.850371,,,,,
UTDWRE,UT_39904,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,204.813874,,,,,
UTDWRE,UT_39904,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,284.43196,,,,,
UTDWRE,UT_39904,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,247.292728,,,,,
UTDWRE,UT_39904,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,96.6236429,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,47761.64934,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,46284.37895,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,34369.02945,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,34369.28298,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,31217.82127,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,26786.40771,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,32990.24179,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,35353.59991,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,34763.05888,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,27869.47236,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,30725.20229,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,216950.7935,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,166434.2722,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,226947.5602,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,251801.8216,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,215312.3653,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,187777.7852,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,178856.1971,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,173744.4448,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,333006.6893,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,199615.6604,,,,,
UTDWRE,UT_40269,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,168887.8109,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,3300.2094,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,3000.15441,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,4799.91916,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,6449.78181,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,3450.21276,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,3300.22724,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,2100.38484,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,2850.18059,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,4500.09266,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,1380.49896,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,135.71718,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,3522.33074,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,5169.86391,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,5287.86409,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,2990.32,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,3681.39382,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,4075.77576,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,4111.86258,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,4759.78909,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,3007.71,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,2946.46989,,,,,
UTDWRE,UT_40634,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,2997.05948,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,5803.585188,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,3003.346125,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,3803.300822,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,8103.270832,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,5103.846178,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,4803.848777,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,4903.791274,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,1703.571969,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,8003.581863,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,6403.6809,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,9303.584989,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,146872.7748,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,126310.1636,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,140466.3057,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,136043.2059,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,144899.6041,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,143533.1798,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,123109.6489,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,128837.286,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,135889.5667,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,126854.3351,,,,,
UTDWRE,UT_36647,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,155737.9075,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,9402.63526,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,5535.3302,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,7896.24707,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,9473.14368,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,9353.75073,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,7879.23779,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,8191.00867,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,5644.354247,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,10180.60657,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,9978.04285,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,10595.97571,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,15378.27736,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,12534.43725,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,13893.48967,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,14777.44177,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,14502.5678,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,13136.59033,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,9503.55349,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,10198.98083,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,11941.24343,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,10671.50164,,,,,
UTDWRE,UT_37013,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,13510.9704,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,592.924438,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,506.703033,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,516.111023,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,595.359497,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,614.363586,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,608.951233,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,603.140442,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,511.794434,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,635.09436,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,617.407349,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,660.650879,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,8423.75657,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,7346.2079,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,10170.2691,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,9188.09147,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,9111.37509,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,7533.05882,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,6468.30041,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,7418.81558,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,9626.521,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,8464.01843,,,,,
UTDWRE,UT_37378,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,7027.75947,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,8107.44385,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,3944.16187,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,2556.40113,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,6597.94971,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,8910.88379,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,10030.83105,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,9397.81738,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,2921.60132,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,4138.93555,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,9008.27051,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,10688.1914,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,17464.9152,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,28352.4122,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,34413.6793,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,30334.0901,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,22913.6489,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,22947.05899,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,14094.27542,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,19875.5516,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,24428.3829,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,16877.69783,,,,,
UTDWRE,UT_37743,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,15318.97673,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,26022.2544,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,12954.8525,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,8711.41412,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,21471.4602,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,28566.6961,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,32103.6112,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,30024.8049,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,9858.04208,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,13877.7907,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,28932.9841,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_GW,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,34096.068,,,,,
UTDWRE,UT_38109,"Withdrawal, Irrigation",Agriculture,Fresh_Surface water,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,85370.1634,,,,,
