WaterSourceID,WaterSourceUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,Geometry,GNISFeatureNameCV
360,Cottonwood Wash-CODWR,A456,Cottonwood Wash,Uknown,Fresh,,
361,Couchman Draw-CODWR,A457,Couchman Draw,Uknown,Fresh,,
362,Coulter Creek-CODWR,A458,Coulter Creek,Uknown,Fresh,,
363,Coulton Creek-CODWR,A459,Coulton Creek,Uknown,Fresh,,
364,Cow Canyon-CODWR,A460,Cow Canyon,Uknown,Fresh,,
365,Cow Creek-CODWR,A461,Cow Creek,Uknown,Fresh,,
366,Cowboy Wash-CODWR,A462,Cowboy Wash,Uknown,Fresh,,
367,Cox Canyon-CODWR,A463,Cox Canyon,Uknown,Fresh,,
368,Coyote Creek-CODWR,A464,Coyote Creek,Uknown,Fresh,,
369,Cozza Gulch-CODWR,A465,Cozza Gulch,Uknown,Fresh,,
370,Craig Creek-CODWR,A466,Craig Creek,Uknown,Fresh,,
371,Craig Draw-CODWR,A467,Craig Draw,Uknown,Fresh,,
372,Cramer Creek-CODWR,A468,Cramer Creek,Uknown,Fresh,,
373,Crane Draw-CODWR,A469,Crane Draw,Uknown,Fresh,,
374,Crawford Creek-CODWR,A470,Crawford Creek,Uknown,Fresh,,
375,Crawford Gulch Creek-CODWR,A471,Crawford Gulch Creek,Uknown,Fresh,,
376,Cree Creek-CODWR,A472,Cree Creek,Uknown,Fresh,,
377,Cressmans Gulch-CODWR,A473,Cressmans Gulch,Uknown,Fresh,,
378,Crooked Arroyo-CODWR,A474,Crooked Arroyo,Uknown,Fresh,,
379,Crooked Creek-CODWR,A475,Crooked Creek,Uknown,Fresh,,
380,Crooked Wash-CODWR,A476,Crooked Wash,Uknown,Fresh,,
381,Crooks Creek-CODWR,A477,Crooks Creek,Uknown,Fresh,,
382,Crosby Creek-CODWR,A478,Crosby Creek,Uknown,Fresh,,
383,Cross Canyon-CODWR,A479,Cross Canyon,Uknown,Fresh,,
384,Cross Creek-CODWR,A480,Cross Creek,Uknown,Fresh,,
385,Crow Canyon-CODWR,A481,Crow Canyon,Uknown,Fresh,,
386,Crow Creek-CODWR,A482,Crow Creek,Uknown,Fresh,,
387,Crowbar Creek-CODWR,A483,Crowbar Creek,Uknown,Fresh,,
388,Crowfoot Creek-CODWR,A484,Crowfoot Creek,Uknown,Fresh,,
389,Crowner Creek-CODWR,A485,Crowner Creek,Uknown,Fresh,,
390,Cruse Wash-CODWR,A486,Cruse Wash,Uknown,Fresh,,
391,Crystal Creek-CODWR,A487,Crystal Creek,Uknown,Fresh,,
392,Crystal Falls Creek-CODWR,A488,Crystal Falls Creek,Uknown,Fresh,,
393,Crystal Lake Creek-CODWR,A489,Crystal Lake Creek,Uknown,Fresh,,
394,Crystal River-CODWR,A490,Crystal River,Uknown,Fresh,,
395,Crystal Spring Creek-CODWR,A491,Crystal Spring Creek,Uknown,Fresh,,
396,Cuates Creek-CODWR,A492,Cuates Creek,Uknown,Fresh,,
397,Cub Creek-CODWR,A493,Cub Creek,Uknown,Fresh,,
398,Cucharas River-CODWR,A494,Cucharas River,Uknown,Fresh,,
399,Cucumber Creek-CODWR,A495,Cucumber Creek,Uknown,Fresh,,
400,Cuddigan Gulch-CODWR,A496,Cuddigan Gulch,Uknown,Fresh,,
401,Culebra Creek-CODWR,A497,Culebra Creek,Uknown,Fresh,,
402,Cumberland Creek-CODWR,A498,Cumberland Creek,Uknown,Fresh,,
403,Cummings Gulch-CODWR,A499,Cummings Gulch,Uknown,Fresh,,
404,Cunningham Creek-CODWR,A500,Cunningham Creek,Uknown,Fresh,,
405,Curecanti Creek-CODWR,A501,Curecanti Creek,Uknown,Fresh,,
406,Currant Creek-CODWR,A502,Currant Creek,Uknown,Fresh,,
407,Current Creek-CODWR,A503,Current Creek,Uknown,Fresh,,
408,Curtis Creek-CODWR,A504,Curtis Creek,Uknown,Fresh,,
409,Curtis Gulch-CODWR,A505,Curtis Gulch,Uknown,Fresh,,
410,Custer Creek-CODWR,A506,Custer Creek,Uknown,Fresh,,
411,Cutler Creek-CODWR,A507,Cutler Creek,Uknown,Fresh,,
412,Cyclone Creek-CODWR,A508,Cyclone Creek,Uknown,Fresh,,
413,D Creek-CODWR,A509,D Creek,Uknown,Fresh,,
414,Dad Clark Gulch-CODWR,A510,Dad Clark Gulch,Uknown,Fresh,,
415,DAKOTA-CODWR,A511,DAKOTA,Uknown,Fresh,,
416,Dale Creek-CODWR,A512,Dale Creek,Uknown,Fresh,,
417,Dallas Creek-CODWR,A513,Dallas Creek,Uknown,Fresh,,
418,Damfino Creek-CODWR,A514,Damfino Creek,Uknown,Fresh,,
419,Danvers Creek-CODWR,A515,Danvers Creek,Uknown,Fresh,,
420,Dark Canyon-CODWR,A516,Dark Canyon,Uknown,Fresh,,
421,Darling Creek-CODWR,A517,Darling Creek,Uknown,Fresh,,
422,Daum Draw-CODWR,A518,Daum Draw,Uknown,Fresh,,
423,Davis Gulch-CODWR,A519,Davis Gulch,Uknown,Fresh,,
424,DAWSON-CODWR,A520,DAWSON,Uknown,Fresh,,
425,Dawson Creek-CODWR,A521,Dawson Creek,Uknown,Fresh,,
426,Dawson Draw-CODWR,A522,Dawson Draw,Uknown,Fresh,,
427,Day Creek-CODWR,A523,Day Creek,Uknown,Fresh,,
428,Dayton Creek-CODWR,A524,Dayton Creek,Uknown,Fresh,,
429,Dayton Gulch-CODWR,A525,Dayton Gulch,Uknown,Fresh,,
430,De Cora Gulch-CODWR,A526,De Cora Gulch,Uknown,Fresh,,
431,Deacon Gulch-CODWR,A527,Deacon Gulch,Uknown,Fresh,,
432,Dead Horse Creek-CODWR,A528,Dead Horse Creek,Uknown,Fresh,,
433,Dead Horse Draw-CODWR,A529,Dead Horse Draw,Uknown,Fresh,,
434,Deadman's Creek-CODWR,A530,Deadman's Creek,Uknown,Fresh,,
435,Deadman Creek-CODWR,A531,Deadman Creek,Uknown,Fresh,,
436,Deadman Ditch-CODWR,A532,Deadman Ditch,Uknown,Fresh,,
437,Deadman Gulch-CODWR,A533,Deadman Gulch,Uknown,Fresh,,
438,Deakin Gulch-CODWR,A534,Deakin Gulch,Uknown,Fresh,,
439,Deal Gulch-CODWR,A535,Deal Gulch,Uknown,Fresh,,
440,Deberard Draw-CODWR,A536,Deberard Draw,Uknown,Fresh,,
441,Deception Creek-CODWR,A537,Deception Creek,Uknown,Fresh,,
442,Decker Creek-CODWR,A538,Decker Creek,Uknown,Fresh,,
443,Deep Channel Creek-CODWR,A539,Deep Channel Creek,Uknown,Fresh,,
444,Deep Creek-CODWR,A540,Deep Creek,Uknown,Fresh,,
445,Deer Creek-CODWR,A541,Deer Creek,Uknown,Fresh,,
446,Deer Pen Creek-CODWR,A542,Deer Pen Creek,Uknown,Fresh,,
447,Delonde Creek-CODWR,A543,Delonde Creek,Uknown,Fresh,,
448,Denny Creek-CODWR,A544,Denny Creek,Uknown,Fresh,,
449,DENVER-CODWR,A545,DENVER,Uknown,Fresh,,
450,DENVER BASIN - MULTIPLE -CODWR,A546,DENVER BASIN - MULTIPLE ,Uknown,Fresh,,
451,Derby Creek-CODWR,A547,Derby Creek,Uknown,Fresh,,
452,Devil Creek-CODWR,A548,Devil Creek,Uknown,Fresh,,
453,Devils Canyon-CODWR,A549,Devils Canyon,Uknown,Fresh,,
454,Dexter Creek-CODWR,A550,Dexter Creek,Uknown,Fresh,,
455,Diamond Creek-CODWR,A551,Diamond Creek,Uknown,Fresh,,
456,Dickerville Creek-CODWR,A552,Dickerville Creek,Uknown,Fresh,,
457,Diemer Creek-CODWR,A553,Diemer Creek,Uknown,Fresh,,
458,Dierich Creek-CODWR,A554,Dierich Creek,Uknown,Fresh,,
459,Dill Gulch-CODWR,A555,Dill Gulch,Uknown,Fresh,,
460,Dirty George Creek-CODWR,A556,Dirty George Creek,Uknown,Fresh,,
461,Dirty Woman Creek-CODWR,A557,Dirty Woman Creek,Uknown,Fresh,,
462,Disappointment Creek-CODWR,A558,Disappointment Creek,Uknown,Fresh,,
463,Dissmore Creek-CODWR,A559,Dissmore Creek,Uknown,Fresh,,
464,Divide Creek-CODWR,A560,Divide Creek,Uknown,Fresh,,
465,Dixon Creek-CODWR,A561,Dixon Creek,Uknown,Fresh,,
466,Dodgeton Creek-CODWR,A562,Dodgeton Creek,Uknown,Fresh,,
467,Doe Creek-CODWR,A563,Doe Creek,Uknown,Fresh,,
468,Dolly Varden Creek-CODWR,A564,Dolly Varden Creek,Uknown,Fresh,,
469,Dolores Creek-CODWR,A565,Dolores Creek,Uknown,Fresh,,
470,Dolores River-CODWR,A566,Dolores River,Uknown,Fresh,,
471,Dome Creek-CODWR,A567,Dome Creek,Uknown,Fresh,,
472,Doran Creek-CODWR,A568,Doran Creek,Uknown,Fresh,,
473,Doss Arroyo-CODWR,A569,Doss Arroyo,Uknown,Fresh,,
474,Doudy Draw-CODWR,A570,Doudy Draw,Uknown,Fresh,,
475,Dougan Draw-CODWR,A571,Dougan Draw,Uknown,Fresh,,
476,Doughspoon Creek-CODWR,A572,Doughspoon Creek,Uknown,Fresh,,
477,Douglas Creek-CODWR,A573,Douglas Creek,Uknown,Fresh,,
478,Douglas Draw-CODWR,A574,Douglas Draw,Uknown,Fresh,,
479,Dowden Gulch-CODWR,A575,Dowden Gulch,Uknown,Fresh,,
480,Downey Creek-CODWR,A576,Downey Creek,Uknown,Fresh,,
481,Dripping Rock Creek-CODWR,A577,Dripping Rock Creek,Uknown,Fresh,,
482,Drowsy Water Creek-CODWR,A578,Drowsy Water Creek,Uknown,Fresh,,
483,Droz Creek-CODWR,A579,Droz Creek,Uknown,Fresh,,
484,Dry Canyon-CODWR,A580,Dry Canyon,Uknown,Fresh,,
485,Dry Cedar Creek-CODWR,A581,Dry Cedar Creek,Uknown,Fresh,,
486,Dry Creek-CODWR,A582,Dry Creek,Uknown,Fresh,,
487,Dry Fork Elkhead Creek-CODWR,A583,Dry Fork Elkhead Creek,Uknown,Fresh,,
488,Dry Fork Lightner Creek-CODWR,A584,Dry Fork Lightner Creek,Uknown,Fresh,,
489,Dry Fork Little Bear Cre-CODWR,A585,Dry Fork Little Bear Cre,Uknown,Fresh,,
490,Dry Fork Michigan River-CODWR,A586,Dry Fork Michigan River,Uknown,Fresh,,
491,Dry Fork Piceance Creek-CODWR,A587,Dry Fork Piceance Creek,Uknown,Fresh,,
492,Dry Fork Roan Creek-CODWR,A588,Dry Fork Roan Creek,Uknown,Fresh,,
493,Dry Gulch-CODWR,A589,Dry Gulch,Uknown,Fresh,,
494,Dry Hollow Creek-CODWR,A590,Dry Hollow Creek,Uknown,Fresh,,
495,Dry Willow Creek-CODWR,A591,Dry Willow Creek,Uknown,Fresh,,
496,Dry Woody Creek-CODWR,A592,Dry Woody Creek,Uknown,Fresh,,
497,Dubeau Creek-CODWR,A593,Dubeau Creek,Uknown,Fresh,,
498,Duck Creek-CODWR,A594,Duck Creek,Uknown,Fresh,,
499,Duck Slough-CODWR,A595,Duck Slough,Uknown,Fresh,,
500,Duckett Creek-CODWR,A596,Duckett Creek,Uknown,Fresh,,
501,Duling Creek-CODWR,A597,Duling Creek,Uknown,Fresh,,
502,Dunning Creek-CODWR,A598,Dunning Creek,Uknown,Fresh,,
503,Dutch Creek-CODWR,A599,Dutch Creek,Uknown,Fresh,,
504,Dutchman Creek-CODWR,A600,Dutchman Creek,Uknown,Fresh,,
505,Dutton Creek-CODWR,A601,Dutton Creek,Uknown,Fresh,,
506,Eagle River-CODWR,A602,Eagle River,Uknown,Fresh,,
507,Early Gulch-CODWR,A603,Early Gulch,Uknown,Fresh,,
508,East Beaver Creek-CODWR,A604,East Beaver Creek,Uknown,Fresh,,
509,East Bellows Creek-CODWR,A605,East Bellows Creek,Uknown,Fresh,,
510,East Bijou Creek-CODWR,A606,East Bijou Creek,Uknown,Fresh,,
511,East Branch Sayres Gulch-CODWR,A607,East Branch Sayres Gulch,Uknown,Fresh,,
512,East Branch Willow Creek-CODWR,A608,East Branch Willow Creek,Uknown,Fresh,,
513,East Canyon-CODWR,A609,East Canyon,Uknown,Fresh,,
514,East Canyon Creek-CODWR,A610,East Canyon Creek,Uknown,Fresh,,
515,East Cherry Creek-CODWR,A611,East Cherry Creek,Uknown,Fresh,,
516,East Coal Creek-CODWR,A612,East Coal Creek,Uknown,Fresh,,
517,East Creek-CODWR,A613,East Creek,Uknown,Fresh,,
518,East Divide Creek-CODWR,A614,East Divide Creek,Uknown,Fresh,,
519,East Douglas Creek-CODWR,A615,East Douglas Creek,Uknown,Fresh,,
520,East Elk Creek-CODWR,A616,East Elk Creek,Uknown,Fresh,,
521,East Evacuation Creek-CODWR,A617,East Evacuation Creek,Uknown,Fresh,,
522,East Fawn Creek-CODWR,A618,East Fawn Creek,Uknown,Fresh,,
523,East Fork Arapaho Creek-CODWR,A619,East Fork Arapaho Creek,Uknown,Fresh,,
524,East Fork Arkansas River-CODWR,A620,East Fork Arkansas River,Uknown,Fresh,,
525,East Fork Deadman Ditch-CODWR,A621,East Fork Deadman Ditch,Uknown,Fresh,,
526,East Fork Fishhook Creek-CODWR,A622,East Fork Fishhook Creek,Uknown,Fresh,,
527,East Fork Flag Creek-CODWR,A623,East Fork Flag Creek,Uknown,Fresh,,
528,East Fork Hermosa Creek-CODWR,A624,East Fork Hermosa Creek,Uknown,Fresh,,
529,East Fork Piedra River-CODWR,A625,East Fork Piedra River,Uknown,Fresh,,
530,East Fork Pinos Creek-CODWR,A626,East Fork Pinos Creek,Uknown,Fresh,,
531,East Fork San Juan River-CODWR,A627,East Fork San Juan River,Uknown,Fresh,,
532,East Fork Sand Creek (AK-CODWR,A628,East Fork Sand Creek (AK,Uknown,Fresh,,
533,East Fork Sheep Creek-CODWR,A629,East Fork Sheep Creek,Uknown,Fresh,,
534,East Fork Spring Creek-CODWR,A630,East Fork Spring Creek,Uknown,Fresh,,
535,East Fork Troublesome Cr-CODWR,A631,East Fork Troublesome Cr,Uknown,Fresh,,
536,East Fork West Beaver Cr-CODWR,A632,East Fork West Beaver Cr,Uknown,Fresh,,
537,East Fork Whiskey Creek-CODWR,A633,East Fork Whiskey Creek,Uknown,Fresh,,
538,East Fork Williams Fork-CODWR,A634,East Fork Williams Fork,Uknown,Fresh,,
539,East Gulch-CODWR,A635,East Gulch,Uknown,Fresh,,
540,East Lost Creek-CODWR,A636,East Lost Creek,Uknown,Fresh,,
541,East Mamm Creek-CODWR,A637,East Mamm Creek,Uknown,Fresh,,
542,East Mancos River-CODWR,A638,East Mancos River,Uknown,Fresh,,
543,East Marvine Creek-CODWR,A639,East Marvine Creek,Uknown,Fresh,,
544,East Miller Creek-CODWR,A640,East Miller Creek,Uknown,Fresh,,
545,East Paradox Creek-CODWR,A641,East Paradox Creek,Uknown,Fresh,,
546,East Pass Creek-CODWR,A642,East Pass Creek,Uknown,Fresh,,
547,East Plum Creek-CODWR,A643,East Plum Creek,Uknown,Fresh,,
548,East Pump Canyon-CODWR,A644,East Pump Canyon,Uknown,Fresh,,
549,East Resort Creek-CODWR,A645,East Resort Creek,Uknown,Fresh,,
550,East Rifle Creek-CODWR,A646,East Rifle Creek,Uknown,Fresh,,
551,East River-CODWR,A647,East River,Uknown,Fresh,,
552,East Salt Creek-CODWR,A648,East Salt Creek,Uknown,Fresh,,
553,East Sand Creek-CODWR,A649,East Sand Creek,Uknown,Fresh,,
554,East Sawmill Creek-CODWR,A650,East Sawmill Creek,Uknown,Fresh,,
555,East Stewart Creek-CODWR,A651,East Stewart Creek,Uknown,Fresh,,
556,East Tennessee Creek-CODWR,A652,East Tennessee Creek,Uknown,Fresh,,
557,East Timberlake Creek-CODWR,A653,East Timberlake Creek,Uknown,Fresh,,
558,East Toll Gate Creek-CODWR,A654,East Toll Gate Creek,Uknown,Fresh,,
559,East Willow Creek-CODWR,A655,East Willow Creek,Uknown,Fresh,,
560,Eastman Creek-CODWR,A656,Eastman Creek,Uknown,Fresh,,
561,Eaton Draw-CODWR,A657,Eaton Draw,Uknown,Fresh,,
562,Eby Creek-CODWR,A658,Eby Creek,Uknown,Fresh,,
563,Echo Canyon-CODWR,A659,Echo Canyon,Uknown,Fresh,,
564,Echo Creek-CODWR,A660,Echo Creek,Uknown,Fresh,,
565,Ed Van Draw-CODWR,A661,Ed Van Draw,Uknown,Fresh,,
566,Eddy Creek-CODWR,A662,Eddy Creek,Uknown,Fresh,,
567,Edgerton Creek-CODWR,A663,Edgerton Creek,Uknown,Fresh,,
568,Egeria Creek-CODWR,A664,Egeria Creek,Uknown,Fresh,,
569,Eightmile Creek-CODWR,A665,Eightmile Creek,Uknown,Fresh,,
570,El Poso Creek-CODWR,A666,El Poso Creek,Uknown,Fresh,,
571,El Rito Azul-CODWR,A667,El Rito Azul,Uknown,Fresh,,
572,El Rito de Aban-CODWR,A668,El Rito de Aban,Uknown,Fresh,,
573,Elbert Creek-CODWR,A669,Elbert Creek,Uknown,Fresh,,
574,Elk Creek-CODWR,A670,Elk Creek,Uknown,Fresh,,
575,Elk River-CODWR,A671,Elk River,Uknown,Fresh,,
576,Elkhead Creek-CODWR,A672,Elkhead Creek,Uknown,Fresh,,
577,Elkhorn Creek-CODWR,A673,Elkhorn Creek,Uknown,Fresh,,
578,Elliot Creek-CODWR,A674,Elliot Creek,Uknown,Fresh,,
579,Elliott Creek-CODWR,A675,Elliott Creek,Uknown,Fresh,,
580,Elliott Gulch-CODWR,A676,Elliott Gulch,Uknown,Fresh,,
581,Embargo Creek-CODWR,A677,Embargo Creek,Uknown,Fresh,,
582,Emma Creek-CODWR,A678,Emma Creek,Uknown,Fresh,,
583,Empire Gulch-CODWR,A679,Empire Gulch,Uknown,Fresh,,
584,Encampment River-CODWR,A680,Encampment River,Uknown,Fresh,,
585,English Creek-CODWR,A681,English Creek,Uknown,Fresh,,
586,Escalante Creek-CODWR,A682,Escalante Creek,Uknown,Fresh,,
587,Eureka Gulch-CODWR,A683,Eureka Gulch,Uknown,Fresh,,
588,Evacuation Creek-CODWR,A684,Evacuation Creek,Uknown,Fresh,,
589,Evans Gulch-CODWR,A685,Evans Gulch,Uknown,Fresh,,
590,Fall Creek-CODWR,A686,Fall Creek,Uknown,Fresh,,
591,Fall River-CODWR,A687,Fall River,Uknown,Fresh,,
592,Falls Creek-CODWR,A688,Falls Creek,Uknown,Fresh,,
593,Farmers Creek-CODWR,A689,Farmers Creek,Uknown,Fresh,,
594,Farnsworth Creek-CODWR,A690,Farnsworth Creek,Uknown,Fresh,,
595,Farwell Creek-CODWR,A691,Farwell Creek,Uknown,Fresh,,
596,Fawn Creek-CODWR,A692,Fawn Creek,Uknown,Fresh,,
597,Fern Creek-CODWR,A693,Fern Creek,Uknown,Fresh,,
598,Fir Creek-CODWR,A694,Fir Creek,Uknown,Fresh,,
599,First Creek-CODWR,A695,First Creek,Uknown,Fresh,,
600,Fischer Draw-CODWR,A696,Fischer Draw,Uknown,Fresh,,
601,Fish Creek-CODWR,A697,Fish Creek,Uknown,Fresh,,
602,Fisher Creek-CODWR,A698,Fisher Creek,Uknown,Fresh,,
603,Fishhook Creek-CODWR,A699,Fishhook Creek,Uknown,Fresh,,
604,Five Pine Mesa Creek-CODWR,A700,Five Pine Mesa Creek,Uknown,Fresh,,
605,Five Springs Draw-CODWR,A701,Five Springs Draw,Uknown,Fresh,,
606,Flag Creek-CODWR,A702,Flag Creek,Uknown,Fresh,,
607,Fletcher Gulch-CODWR,A703,Fletcher Gulch,Uknown,Fresh,,
608,Florida River-CODWR,A704,Florida River,Uknown,Fresh,,
609,Floyd Creek-CODWR,A705,Floyd Creek,Uknown,Fresh,,
610,Flume Creek-CODWR,A706,Flume Creek,Uknown,Fresh,,
611,Flume Gulch-CODWR,A707,Flume Gulch,Uknown,Fresh,,
612,Fly Creek-CODWR,A708,Fly Creek,Uknown,Fresh,,
613,Foidel Creek-CODWR,A709,Foidel Creek,Uknown,Fresh,,
614,Fonce Wash-CODWR,A710,Fonce Wash,Uknown,Fresh,,
615,Fondillos Draw-CODWR,A711,Fondillos Draw,Uknown,Fresh,,
616,Fooses Creek-CODWR,A712,Fooses Creek,Uknown,Fresh,,
617,Forbes Creek-CODWR,A713,Forbes Creek,Uknown,Fresh,,
618,Ford Creek-CODWR,A714,Ford Creek,Uknown,Fresh,,
619,Forrester Creek-CODWR,A715,Forrester Creek,Uknown,Fresh,,
620,Fortification Creek-CODWR,A716,Fortification Creek,Uknown,Fresh,,
621,Fossil Creek-CODWR,A717,Fossil Creek,Uknown,Fresh,,
622,Foster Gulch-CODWR,A718,Foster Gulch,Uknown,Fresh,,
623,Fountain Creek-CODWR,A719,Fountain Creek,Uknown,Fresh,,
624,Four Elk Creek-CODWR,A720,Four Elk Creek,Uknown,Fresh,,
625,Fourmile Canyon Creek-CODWR,A721,Fourmile Canyon Creek,Uknown,Fresh,,
626,Fourmile Creek-CODWR,A722,Fourmile Creek,Uknown,Fresh,,
627,Fourteenmile Creek-CODWR,A723,Fourteenmile Creek,Uknown,Fresh,,
628,Fowler Creek-CODWR,A724,Fowler Creek,Uknown,Fresh,,
629,Fox Creek-CODWR,A725,Fox Creek,Uknown,Fresh,,
630,Franz Creek-CODWR,A726,Franz Creek,Uknown,Fresh,,
631,Fraser River-CODWR,A727,Fraser River,Uknown,Fresh,,
632,Freeman Creek-CODWR,A728,Freeman Creek,Uknown,Fresh,,
633,French Creek-CODWR,A729,French Creek,Uknown,Fresh,,
634,Frenchman Creek-CODWR,A730,Frenchman Creek,Uknown,Fresh,,
635,Frenchman Gulch-CODWR,A731,Frenchman Gulch,Uknown,Fresh,,
636,Frenchwoman Creek-CODWR,A732,Frenchwoman Creek,Uknown,Fresh,,
637,Friends Draw-CODWR,A733,Friends Draw,Uknown,Fresh,,
638,Frijole Creek-CODWR,A734,Frijole Creek,Uknown,Fresh,,
639,Fritz Draw-CODWR,A735,Fritz Draw,Uknown,Fresh,,
640,Froze Creek-CODWR,A736,Froze Creek,Uknown,Fresh,,
641,Fryingpan River-CODWR,A737,Fryingpan River,Uknown,Fresh,,
642,Furness Arroyo-CODWR,A738,Furness Arroyo,Uknown,Fresh,,
643,G Wash-CODWR,A739,G Wash,Uknown,Fresh,,
644,Gable Creek-CODWR,A740,Gable Creek,Uknown,Fresh,,
645,Gageby Creek-CODWR,A741,Gageby Creek,Uknown,Fresh,,
646,Galena Creek-CODWR,A742,Galena Creek,Uknown,Fresh,,
647,Game Creek-CODWR,A743,Game Creek,Uknown,Fresh,,
648,Garber Creek-CODWR,A744,Garber Creek,Uknown,Fresh,,
649,Garden Creek-CODWR,A745,Garden Creek,Uknown,Fresh,,
650,Gardiner Creek-CODWR,A746,Gardiner Creek,Uknown,Fresh,,
651,Gardner Creek-CODWR,A747,Gardner Creek,Uknown,Fresh,,
652,Garfield Creek-CODWR,A748,Garfield Creek,Uknown,Fresh,,
653,Garner Creek-CODWR,A749,Garner Creek,Uknown,Fresh,,
654,Gas Creek-CODWR,A750,Gas Creek,Uknown,Fresh,,
655,Geary Creek-CODWR,A751,Geary Creek,Uknown,Fresh,,
656,Geneva Creek-CODWR,A752,Geneva Creek,Uknown,Fresh,,
657,George Creek-CODWR,A753,George Creek,Uknown,Fresh,,
658,Georges Gulch-CODWR,A754,Georges Gulch,Uknown,Fresh,,
659,German Creek-CODWR,A755,German Creek,Uknown,Fresh,,
660,Gibbs Gulch-CODWR,A756,Gibbs Gulch,Uknown,Fresh,,
661,Gibson Gulch-CODWR,A757,Gibson Gulch,Uknown,Fresh,,
662,Gifford Gulch-CODWR,A758,Gifford Gulch,Uknown,Fresh,,
663,Gilbert Creek-CODWR,A759,Gilbert Creek,Uknown,Fresh,,
664,Gill Creek-CODWR,A760,Gill Creek,Uknown,Fresh,,
665,Gillam Draw-CODWR,A761,Gillam Draw,Uknown,Fresh,,
666,Gilpin Creek-CODWR,A762,Gilpin Creek,Uknown,Fresh,,
667,Glacier Creek-CODWR,A763,Glacier Creek,Uknown,Fresh,,
668,Godding Hollow-CODWR,A764,Godding Hollow,Uknown,Fresh,,
669,Goeglein Gulch-CODWR,A765,Goeglein Gulch,Uknown,Fresh,,
670,Goff's Run-CODWR,A766,Goff's Run,Uknown,Fresh,,
671,Gold Basin Creek-CODWR,A767,Gold Basin Creek,Uknown,Fresh,,
672,Gold Blossom Creek-CODWR,A768,Gold Blossom Creek,Uknown,Fresh,,
673,Gold Creek-CODWR,A769,Gold Creek,Uknown,Fresh,,
674,Gold Run-CODWR,A770,Gold Run,Uknown,Fresh,,
675,Good Spring Creek-CODWR,A771,Good Spring Creek,Uknown,Fresh,,
676,Good Yew Creek-CODWR,A772,Good Yew Creek,Uknown,Fresh,,
677,Goodman Gulch-CODWR,A773,Goodman Gulch,Uknown,Fresh,,
678,Goodson Creek-CODWR,A774,Goodson Creek,Uknown,Fresh,,
679,Goodwin Creek-CODWR,A775,Goodwin Creek,Uknown,Fresh,,
680,Goose Creek-CODWR,A776,Goose Creek,Uknown,Fresh,,
681,Gooseberry Creek-CODWR,A777,Gooseberry Creek,Uknown,Fresh,,
682,Gordon Creek-CODWR,A778,Gordon Creek,Uknown,Fresh,,
683,Gore Creek-CODWR,A779,Gore Creek,Uknown,Fresh,,
684,Gove Creek-CODWR,A780,Gove Creek,Uknown,Fresh,,
685,Government Corral Creek-CODWR,A781,Government Corral Creek,Uknown,Fresh,,
686,Government Creek-CODWR,A782,Government Creek,Uknown,Fresh,,
687,Grace Creek-CODWR,A783,Grace Creek,Uknown,Fresh,,
688,Grade Creek-CODWR,A784,Grade Creek,Uknown,Fresh,,
689,Graflin Gulch-CODWR,A785,Graflin Gulch,Uknown,Fresh,,
690,Graflin Slough-CODWR,A786,Graflin Slough,Uknown,Fresh,,
691,Graham Creek-CODWR,A787,Graham Creek,Uknown,Fresh,,
692,Graneros Creek-CODWR,A788,Graneros Creek,Uknown,Fresh,,
693,Grange Hall Creek (AKA B-CODWR,A789,Grange Hall Creek (AKA B,Uknown,Fresh,,
694,Granite Creek-CODWR,A790,Granite Creek,Uknown,Fresh,,
695,Grape Creek-CODWR,A791,Grape Creek,Uknown,Fresh,,
696,Grass Creek-CODWR,A792,Grass Creek,Uknown,Fresh,,
697,Grassy Creek-CODWR,A793,Grassy Creek,Uknown,Fresh,,
698,Graves Creek-CODWR,A794,Graves Creek,Uknown,Fresh,,
699,Graveyard Creek-CODWR,A795,Graveyard Creek,Uknown,Fresh,,
700,Gray Creek-CODWR,A796,Gray Creek,Uknown,Fresh,,
701,Grays Creek-CODWR,A797,Grays Creek,Uknown,Fresh,,
702,Greasewood Creek-CODWR,A798,Greasewood Creek,Uknown,Fresh,,
703,Greasewood Gulch-CODWR,A799,Greasewood Gulch,Uknown,Fresh,,
704,Greathouse Gulch-CODWR,A800,Greathouse Gulch,Uknown,Fresh,,
705,Green Creek-CODWR,A801,Green Creek,Uknown,Fresh,,
706,Green Gulch-CODWR,A802,Green Gulch,Uknown,Fresh,,
707,Green River-CODWR,A803,Green River,Uknown,Fresh,,
708,Greenhorn Creek-CODWR,A804,Greenhorn Creek,Uknown,Fresh,,
709,Greenleaf Creek-CODWR,A805,Greenleaf Creek,Uknown,Fresh,,
710,Greenstreet Creek-CODWR,A806,Greenstreet Creek,Uknown,Fresh,,
711,Greenville Creek-CODWR,A807,Greenville Creek,Uknown,Fresh,,
712,Greenwood Gulch-CODWR,A808,Greenwood Gulch,Uknown,Fresh,,
713,Gregory Creek-CODWR,A809,Gregory Creek,Uknown,Fresh,,
714,Gribbles Run-CODWR,A810,Gribbles Run,Uknown,Fresh,,
715,Griffin Gulch-CODWR,A811,Griffin Gulch,Uknown,Fresh,,
716,Grimes Creek-CODWR,A812,Grimes Creek,Uknown,Fresh,,
