WaterSourceID,WaterSourceUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,Geometry,GNISFeatureNameCV
1518,Reeder Creek-CODWR,A1614,Reeder Creek,Uknown,Fresh,,
1519,Remine Creek-CODWR,A1615,Remine Creek,Uknown,Fresh,,
1520,Renegade Creek-CODWR,A1616,Renegade Creek,Uknown,Fresh,,
1521,Renfro Creek-CODWR,A1617,Renfro Creek,Uknown,Fresh,,
1522,Reynolds Creek-CODWR,A1618,Reynolds Creek,Uknown,Fresh,,
1523,Ricardo Creek-CODWR,A1619,Ricardo Creek,Uknown,Fresh,,
1524,Rice Draw-CODWR,A1620,Rice Draw,Uknown,Fresh,,
1525,Rich Creek-CODWR,A1621,Rich Creek,Uknown,Fresh,,
1526,Rifle Creek-CODWR,A1622,Rifle Creek,Uknown,Fresh,,
1527,Rincon Creek-CODWR,A1623,Rincon Creek,Uknown,Fresh,,
1528,Rincone Creek-CODWR,A1624,Rincone Creek,Uknown,Fresh,,
1529,Rio Alto Creek-CODWR,A1625,Rio Alto Creek,Uknown,Fresh,,
1530,Rio Blanco-CODWR,A1626,Rio Blanco,Uknown,Fresh,,
1531,Rio Chama-CODWR,A1627,Rio Chama,Uknown,Fresh,,
1532,Rio Chamita-CODWR,A1628,Rio Chamita,Uknown,Fresh,,
1533,Rio de los Pinos-CODWR,A1629,Rio de los Pinos,Uknown,Fresh,,
1534,Rio Grande-CODWR,A1630,Rio Grande,Uknown,Fresh,,
1535,Rio Grande Drain-CODWR,A1631,Rio Grande Drain,Uknown,Fresh,,
1536,Rio San Antonio-CODWR,A1632,Rio San Antonio,Uknown,Fresh,,
1537,Ripple Creek-CODWR,A1633,Ripple Creek,Uknown,Fresh,,
1538,Rist Creek-CODWR,A1634,Rist Creek,Uknown,Fresh,,
1539,Rito Agua Dulce-CODWR,A1635,Rito Agua Dulce,Uknown,Fresh,,
1540,Rito Alto Creek-CODWR,A1636,Rito Alto Creek,Uknown,Fresh,,
1541,Rito Azul-CODWR,A1637,Rito Azul,Uknown,Fresh,,
1542,Rito Blanco-CODWR,A1638,Rito Blanco,Uknown,Fresh,,
1543,Rito Hondo Creek-CODWR,A1639,Rito Hondo Creek,Uknown,Fresh,,
1544,Rito Seco-CODWR,A1640,Rito Seco,Uknown,Fresh,,
1545,Ritter Arroyo-CODWR,A1641,Ritter Arroyo,Uknown,Fresh,,
1546,Ritter Draw-CODWR,A1642,Ritter Draw,Uknown,Fresh,,
1547,Road Canyon Creek-CODWR,A1643,Road Canyon Creek,Uknown,Fresh,,
1548,Roan Creek-CODWR,A1644,Roan Creek,Uknown,Fresh,,
1549,Roaring Creek-CODWR,A1645,Roaring Creek,Uknown,Fresh,,
1550,Roaring Fork-CODWR,A1646,Roaring Fork,Uknown,Fresh,,
1551,Roaring Fork Creek-CODWR,A1647,Roaring Fork Creek,Uknown,Fresh,,
1552,Roaring Fork River-CODWR,A1648,Roaring Fork River,Uknown,Fresh,,
1553,Roaring Fork Slater Cree-CODWR,A1649,Roaring Fork Slater Cree,Uknown,Fresh,,
1554,Roaring Forks Creek-CODWR,A1650,Roaring Forks Creek,Uknown,Fresh,,
1555,Roaring River-CODWR,A1651,Roaring River,Uknown,Fresh,,
1556,Roatcap Creek-CODWR,A1652,Roatcap Creek,Uknown,Fresh,,
1557,Robinson Gulch-CODWR,A1653,Robinson Gulch,Uknown,Fresh,,
1558,Roc Creek-CODWR,A1654,Roc Creek,Uknown,Fresh,,
1559,Rock Creek-CODWR,A1655,Rock Creek,Uknown,Fresh,,
1560,Rock Gulch-CODWR,A1656,Rock Gulch,Uknown,Fresh,,
1561,Rock Spring Gulch-CODWR,A1657,Rock Spring Gulch,Uknown,Fresh,,
1562,Rockhill Draw-CODWR,A1658,Rockhill Draw,Uknown,Fresh,,
1563,Rockwell Creek-CODWR,A1659,Rockwell Creek,Uknown,Fresh,,
1564,Rocky Creek-CODWR,A1660,Rocky Creek,Uknown,Fresh,,
1565,Roe Branch-CODWR,A1661,Roe Branch,Uknown,Fresh,,
1566,Rohracher Creek-CODWR,A1662,Rohracher Creek,Uknown,Fresh,,
1567,Roland Gulch-CODWR,A1663,Roland Gulch,Uknown,Fresh,,
1568,Root Creek-CODWR,A1664,Root Creek,Uknown,Fresh,,
1569,Rosalie River-CODWR,A1665,Rosalie River,Uknown,Fresh,,
1570,Rose Creek-CODWR,A1666,Rose Creek,Uknown,Fresh,,
1571,Roubideau Creek-CODWR,A1667,Roubideau Creek,Uknown,Fresh,,
1572,Rough and Tumbling Creek-CODWR,A1668,Rough and Tumbling Creek,Uknown,Fresh,,
1573,Rough Canyon-CODWR,A1669,Rough Canyon,Uknown,Fresh,,
1574,Roullard Draw-CODWR,A1670,Roullard Draw,Uknown,Fresh,,
1575,Rube Creek-CODWR,A1671,Rube Creek,Uknown,Fresh,,
1576,Ruby Gulch-CODWR,A1672,Ruby Gulch,Uknown,Fresh,,
1577,Ruedi Creek-CODWR,A1673,Ruedi Creek,Uknown,Fresh,,
1578,Rule Creek-CODWR,A1674,Rule Creek,Uknown,Fresh,,
1579,Running Creek-CODWR,A1675,Running Creek,Uknown,Fresh,,
1580,Rush Creek-CODWR,A1676,Rush Creek,Uknown,Fresh,,
1581,Russell Creek-CODWR,A1677,Russell Creek,Uknown,Fresh,,
1582,Russell Gulch-CODWR,A1678,Russell Gulch,Uknown,Fresh,,
1583,Ruxton Creek-CODWR,A1679,Ruxton Creek,Uknown,Fresh,,
1584,Ryan Creek-CODWR,A1680,Ryan Creek,Uknown,Fresh,,
1585,Ryan Gulch-CODWR,A1681,Ryan Gulch,Uknown,Fresh,,
1586,Rye Grass Draw-CODWR,A1682,Rye Grass Draw,Uknown,Fresh,,
1587,Rye Grass Gulch Creek-CODWR,A1683,Rye Grass Gulch Creek,Uknown,Fresh,,
1588,Rye Slough-CODWR,A1684,Rye Slough,Uknown,Fresh,,
1589,Ryman Creek-CODWR,A1685,Ryman Creek,Uknown,Fresh,,
1590,Sacramento Creek-CODWR,A1686,Sacramento Creek,Uknown,Fresh,,
1591,Saddle Creek-CODWR,A1687,Saddle Creek,Uknown,Fresh,,
1592,Sage Creek-CODWR,A1688,Sage Creek,Uknown,Fresh,,
1593,Sage Hen Gulch-CODWR,A1689,Sage Hen Gulch,Uknown,Fresh,,
1594,Saguache Creek-CODWR,A1690,Saguache Creek,Uknown,Fresh,,
1595,Saint Charles River-CODWR,A1691,Saint Charles River,Uknown,Fresh,,
1596,Saint Francis Creek-CODWR,A1692,Saint Francis Creek,Uknown,Fresh,,
1597,Saint Louis Creek-CODWR,A1693,Saint Louis Creek,Uknown,Fresh,,
1598,Saint Vrain Creek-CODWR,A1694,Saint Vrain Creek,Uknown,Fresh,,
1599,Salaz Arroyo-CODWR,A1695,Salaz Arroyo,Uknown,Fresh,,
1600,Salazar Arroyo-CODWR,A1696,Salazar Arroyo,Uknown,Fresh,,
1601,Sales Creek-CODWR,A1697,Sales Creek,Uknown,Fresh,,
1602,Salt Creek-CODWR,A1698,Salt Creek,Uknown,Fresh,,
1603,Salt Lick Creek-CODWR,A1699,Salt Lick Creek,Uknown,Fresh,,
1604,Saltado Creek-CODWR,A1700,Saltado Creek,Uknown,Fresh,,
1605,Sambrito Creek-CODWR,A1701,Sambrito Creek,Uknown,Fresh,,
1606,San Francisco Creek-CODWR,A1702,San Francisco Creek,Uknown,Fresh,,
1607,San Isabel Creek-CODWR,A1703,San Isabel Creek,Uknown,Fresh,,
1608,San Isidro Creek-CODWR,A1704,San Isidro Creek,Uknown,Fresh,,
1609,San Juan River-CODWR,A1705,San Juan River,Uknown,Fresh,,
1610,San Luis Creek-CODWR,A1706,San Luis Creek,Uknown,Fresh,,
1611,San Luis Ditch-CODWR,A1707,San Luis Ditch,Uknown,Fresh,,
1612,San Miguel River-CODWR,A1708,San Miguel River,Uknown,Fresh,,
1613,Sanchez Draw-CODWR,A1709,Sanchez Draw,Uknown,Fresh,,
1614,Sand Arroyo Creek-CODWR,A1710,Sand Arroyo Creek,Uknown,Fresh,,
1615,Sand Canyon-CODWR,A1711,Sand Canyon,Uknown,Fresh,,
1616,Sand Creek-CODWR,A1712,Sand Creek,Uknown,Fresh,,
1617,Sand Gulch-CODWR,A1713,Sand Gulch,Uknown,Fresh,,
1618,Sand Spring Gulch-CODWR,A1714,Sand Spring Gulch,Uknown,Fresh,,
1619,Sand Wash-CODWR,A1715,Sand Wash,Uknown,Fresh,,
1620,Sanderson Gulch-CODWR,A1716,Sanderson Gulch,Uknown,Fresh,,
1621,Sandoval Canyon-CODWR,A1717,Sandoval Canyon,Uknown,Fresh,,
1622,Sandy Creek-CODWR,A1718,Sandy Creek,Uknown,Fresh,,
1623,Sangre de Cristo Creek-CODWR,A1719,Sangre de Cristo Creek,Uknown,Fresh,,
1624,Santa Clara Creek-CODWR,A1720,Santa Clara Creek,Uknown,Fresh,,
1625,Sarvis Creek-CODWR,A1721,Sarvis Creek,Uknown,Fresh,,
1626,Sawlog Creek-CODWR,A1722,Sawlog Creek,Uknown,Fresh,,
1627,Sawmill Canyon-CODWR,A1723,Sawmill Canyon,Uknown,Fresh,,
1628,Sawmill Canyon Creek-CODWR,A1724,Sawmill Canyon Creek,Uknown,Fresh,,
1629,Sawmill Creek-CODWR,A1725,Sawmill Creek,Uknown,Fresh,,
1630,Sawmill Gulch-CODWR,A1726,Sawmill Gulch,Uknown,Fresh,,
1631,Sawtooth Creek-CODWR,A1727,Sawtooth Creek,Uknown,Fresh,,
1632,Sawyer Arroya-CODWR,A1728,Sawyer Arroya,Uknown,Fresh,,
1633,Scandinavian Gulch-CODWR,A1729,Scandinavian Gulch,Uknown,Fresh,,
1634,Schaefer Creek-CODWR,A1730,Schaefer Creek,Uknown,Fresh,,
1635,Schalles Draw-CODWR,A1731,Schalles Draw,Uknown,Fresh,,
1636,Schieling Creek-CODWR,A1732,Schieling Creek,Uknown,Fresh,,
1637,Schneider Creek-CODWR,A1733,Schneider Creek,Uknown,Fresh,,
1638,Scholle Creek-CODWR,A1734,Scholle Creek,Uknown,Fresh,,
1639,School Creek-CODWR,A1735,School Creek,Uknown,Fresh,,
1640,Schrader Creek-CODWR,A1736,Schrader Creek,Uknown,Fresh,,
1641,Schuppe Draw-CODWR,A1737,Schuppe Draw,Uknown,Fresh,,
1642,Schuyler Gulch-CODWR,A1738,Schuyler Gulch,Uknown,Fresh,,
1643,Scoggin Arroyo-CODWR,A1739,Scoggin Arroyo,Uknown,Fresh,,
1644,Scotchmans Gulch-CODWR,A1740,Scotchmans Gulch,Uknown,Fresh,,
1645,Scott Creek-CODWR,A1741,Scott Creek,Uknown,Fresh,,
1646,Scott Gomer Creek-CODWR,A1742,Scott Gomer Creek,Uknown,Fresh,,
1647,Scott Run-CODWR,A1743,Scott Run,Uknown,Fresh,,
1648,Scotties Draw Creek-CODWR,A1744,Scotties Draw Creek,Uknown,Fresh,,
1649,Scullion Gulch-CODWR,A1745,Scullion Gulch,Uknown,Fresh,,
1650,Seabury Draw-CODWR,A1746,Seabury Draw,Uknown,Fresh,,
1651,Searcy Gulch-CODWR,A1747,Searcy Gulch,Uknown,Fresh,,
1652,Second Creek-CODWR,A1748,Second Creek,Uknown,Fresh,,
1653,Seepage Creek-CODWR,A1749,Seepage Creek,Uknown,Fresh,,
1654,Segar Gulch-CODWR,A1750,Segar Gulch,Uknown,Fresh,,
1655,Seguro Canyon-CODWR,A1751,Seguro Canyon,Uknown,Fresh,,
1656,Self Arroyo-CODWR,A1752,Self Arroyo,Uknown,Fresh,,
1657,Sellers Gulch-CODWR,A1753,Sellers Gulch,Uknown,Fresh,,
1658,Senac Creek-CODWR,A1754,Senac Creek,Uknown,Fresh,,
1659,Seven Castles Creek-CODWR,A1755,Seven Castles Creek,Uknown,Fresh,,
1660,Sevenmile Creek-CODWR,A1756,Sevenmile Creek,Uknown,Fresh,,
1661,Sevenmile Gulch-CODWR,A1757,Sevenmile Gulch,Uknown,Fresh,,
1662,Sewell Gulch-CODWR,A1758,Sewell Gulch,Uknown,Fresh,,
1663,Shaefermeyer Creek-CODWR,A1759,Shaefermeyer Creek,Uknown,Fresh,,
1664,Shafer Creek-CODWR,A1760,Shafer Creek,Uknown,Fresh,,
1665,Shaffers Draw-CODWR,A1761,Shaffers Draw,Uknown,Fresh,,
1666,Shallow Creek-CODWR,A1762,Shallow Creek,Uknown,Fresh,,
1667,Shane Gulch-CODWR,A1763,Shane Gulch,Uknown,Fresh,,
1668,Shaw Creek-CODWR,A1764,Shaw Creek,Uknown,Fresh,,
1669,Shearer Creek-CODWR,A1765,Shearer Creek,Uknown,Fresh,,
1670,Sheep Cabin Creek-CODWR,A1766,Sheep Cabin Creek,Uknown,Fresh,,
1671,Sheep Creek-CODWR,A1767,Sheep Creek,Uknown,Fresh,,
1672,Sheep Draw-CODWR,A1768,Sheep Draw,Uknown,Fresh,,
1673,Sheep Gulch-CODWR,A1769,Sheep Gulch,Uknown,Fresh,,
1674,Sheephorn Creek-CODWR,A1770,Sheephorn Creek,Uknown,Fresh,,
1675,Shell Creek-CODWR,A1771,Shell Creek,Uknown,Fresh,,
1676,Sherard Creek-CODWR,A1772,Sherard Creek,Uknown,Fresh,,
1677,Sheriff Creek-CODWR,A1773,Sheriff Creek,Uknown,Fresh,,
1678,Sherman Creek-CODWR,A1774,Sherman Creek,Uknown,Fresh,,
1679,Shippees Draw-CODWR,A1775,Shippees Draw,Uknown,Fresh,,
1680,Short Creek-CODWR,A1776,Short Creek,Uknown,Fresh,,
1681,Shorty Creek-CODWR,A1777,Shorty Creek,Uknown,Fresh,,
1682,Shutetown Creek-CODWR,A1778,Shutetown Creek,Uknown,Fresh,,
1683,Silver City Creek-CODWR,A1779,Silver City Creek,Uknown,Fresh,,
1684,Silver Creek-CODWR,A1780,Silver Creek,Uknown,Fresh,,
1685,Silver Prince Creek-CODWR,A1781,Silver Prince Creek,Uknown,Fresh,,
1686,Simon Draw-CODWR,A1782,Simon Draw,Uknown,Fresh,,
1687,Simpson Arroyo-CODWR,A1783,Simpson Arroyo,Uknown,Fresh,,
1688,Simpson Creek-CODWR,A1784,Simpson Creek,Uknown,Fresh,,
1689,Simpson Draw-CODWR,A1785,Simpson Draw,Uknown,Fresh,,
1690,Simpsons Draw-CODWR,A1786,Simpsons Draw,Uknown,Fresh,,
1691,Sims Creek-CODWR,A1787,Sims Creek,Uknown,Fresh,,
1692,Sink Creek-CODWR,A1788,Sink Creek,Uknown,Fresh,,
1693,Sixmile Creek-CODWR,A1789,Sixmile Creek,Uknown,Fresh,,
1694,Skeltcher Creek-CODWR,A1790,Skeltcher Creek,Uknown,Fresh,,
1695,Skinner Branch-CODWR,A1791,Skinner Branch,Uknown,Fresh,,
1696,Skinner Draw-CODWR,A1792,Skinner Draw,Uknown,Fresh,,
1697,Skinny Fish Creek-CODWR,A1793,Skinny Fish Creek,Uknown,Fresh,,
1698,Skull Creek-CODWR,A1794,Skull Creek,Uknown,Fresh,,
1699,Skunk Creek-CODWR,A1795,Skunk Creek,Uknown,Fresh,,
1700,Skylark Creek-CODWR,A1796,Skylark Creek,Uknown,Fresh,,
1701,Slate Creek-CODWR,A1797,Slate Creek,Uknown,Fresh,,
1702,Slate River-CODWR,A1798,Slate River,Uknown,Fresh,,
1703,Slater Creek-CODWR,A1799,Slater Creek,Uknown,Fresh,,
1704,Slaughterhouse Gulch-CODWR,A1800,Slaughterhouse Gulch,Uknown,Fresh,,
1705,Slough Creek-CODWR,A1801,Slough Creek,Uknown,Fresh,,
1706,Smalley Gulch-CODWR,A1802,Smalley Gulch,Uknown,Fresh,,
1707,Smith Canyon Creek-CODWR,A1803,Smith Canyon Creek,Uknown,Fresh,,
1708,Smith Creek-CODWR,A1804,Smith Creek,Uknown,Fresh,,
1709,Smith Fork-CODWR,A1805,Smith Fork,Uknown,Fresh,,
1710,Smith Gulch-CODWR,A1806,Smith Gulch,Uknown,Fresh,,
1711,Smuin Gulch-CODWR,A1807,Smuin Gulch,Uknown,Fresh,,
1712,Snake River-CODWR,A1808,Snake River,Uknown,Fresh,,
1713,Snell Creek-CODWR,A1809,Snell Creek,Uknown,Fresh,,
1714,Snell Rock Creek-CODWR,A1810,Snell Rock Creek,Uknown,Fresh,,
1715,Snowmass Creek-CODWR,A1811,Snowmass Creek,Uknown,Fresh,,
1716,Snyder Canyon-CODWR,A1812,Snyder Canyon,Uknown,Fresh,,
1717,Snyder Creek-CODWR,A1813,Snyder Creek,Uknown,Fresh,,
1718,Soap Creek-CODWR,A1814,Soap Creek,Uknown,Fresh,,
1719,Soda Creek-CODWR,A1815,Soda Creek,Uknown,Fresh,,
1720,Soldier Canyon-CODWR,A1816,Soldier Canyon,Uknown,Fresh,,
1721,Soldier Creek-CODWR,A1817,Soldier Creek,Uknown,Fresh,,
1722,Sopris Creek-CODWR,A1818,Sopris Creek,Uknown,Fresh,,
1723,South Abeyta Creek-CODWR,A1819,South Abeyta Creek,Uknown,Fresh,,
1724,South Apache Creek-CODWR,A1820,South Apache Creek,Uknown,Fresh,,
1725,South Arkansas River-CODWR,A1821,South Arkansas River,Uknown,Fresh,,
1726,South Arrastre Creek-CODWR,A1822,South Arrastre Creek,Uknown,Fresh,,
1727,South Bainard Creek-CODWR,A1823,South Bainard Creek,Uknown,Fresh,,
1728,South Beaver Creek-CODWR,A1824,South Beaver Creek,Uknown,Fresh,,
1729,South Boulder Creek-CODWR,A1825,South Boulder Creek,Uknown,Fresh,,
1730,South Brush Creek-CODWR,A1826,South Brush Creek,Uknown,Fresh,,
1731,South Canyon Creek-CODWR,A1827,South Canyon Creek,Uknown,Fresh,,
1732,South Catamount Creek-CODWR,A1828,South Catamount Creek,Uknown,Fresh,,
1733,South Cheyenne Creek-CODWR,A1829,South Cheyenne Creek,Uknown,Fresh,,
1734,South Chicago Creek-CODWR,A1830,South Chicago Creek,Uknown,Fresh,,
1735,South Clear Creek-CODWR,A1831,South Clear Creek,Uknown,Fresh,,
1736,South Colony Creek-CODWR,A1832,South Colony Creek,Uknown,Fresh,,
1737,South Cottonwood Creek-CODWR,A1833,South Cottonwood Creek,Uknown,Fresh,,
1738,South Creek-CODWR,A1834,South Creek,Uknown,Fresh,,
1739,South Crestone Creek-CODWR,A1835,South Crestone Creek,Uknown,Fresh,,
1740,South Fooses Creek-CODWR,A1836,South Fooses Creek,Uknown,Fresh,,
1741,South Fork Arapaho Creek-CODWR,A1837,South Fork Arapaho Creek,Uknown,Fresh,,
1742,South Fork Beaver Creek-CODWR,A1838,South Fork Beaver Creek,Uknown,Fresh,,
1743,South Fork Big Creek-CODWR,A1839,South Fork Big Creek,Uknown,Fresh,,
1744,South Fork Cache la Poud-CODWR,A1840,South Fork Cache la Poud,Uknown,Fresh,,
1745,South Fork Canadian Rive-CODWR,A1841,South Fork Canadian Rive,Uknown,Fresh,,
1746,South Fork Carnero Creek-CODWR,A1842,South Fork Carnero Creek,Uknown,Fresh,,
1747,South Fork Conejos River-CODWR,A1843,South Fork Conejos River,Uknown,Fresh,,
1748,South Fork Eagle River-CODWR,A1844,South Fork Eagle River,Uknown,Fresh,,
1749,South Fork Elk River-CODWR,A1845,South Fork Elk River,Uknown,Fresh,,
1750,South Fork Fish Creek-CODWR,A1846,South Fork Fish Creek,Uknown,Fresh,,
1751,South Fork Fortification-CODWR,A1847,South Fork Fortification,Uknown,Fresh,,
1752,South Fork Hog Park Cree-CODWR,A1848,South Fork Hog Park Cree,Uknown,Fresh,,
1753,South Fork Huerfano Rive-CODWR,A1849,South Fork Huerfano Rive,Uknown,Fresh,,
1754,South Fork Lake Creek-CODWR,A1850,South Fork Lake Creek,Uknown,Fresh,,
1755,South Fork Lawson Creek-CODWR,A1851,South Fork Lawson Creek,Uknown,Fresh,,
1756,South Fork Little Snake -CODWR,A1852,South Fork Little Snake ,Uknown,Fresh,,
1757,South Fork Lost Creek-CODWR,A1853,South Fork Lost Creek,Uknown,Fresh,,
1758,South Fork Michigan Rive-CODWR,A1854,South Fork Michigan Rive,Uknown,Fresh,,
1759,South Fork Middle Boulde-CODWR,A1855,South Fork Middle Boulde,Uknown,Fresh,,
1760,South Fork Purgatoire Ri-CODWR,A1856,South Fork Purgatoire Ri,Uknown,Fresh,,
1761,South Fork Ralston Creek-CODWR,A1857,South Fork Ralston Creek,Uknown,Fresh,,
1762,South Fork Republican Ri-CODWR,A1858,South Fork Republican Ri,Uknown,Fresh,,
1763,South Fork Rio Grande-CODWR,A1859,South Fork Rio Grande,Uknown,Fresh,,
1764,South Fork Saguache Cree-CODWR,A1860,South Fork Saguache Cree,Uknown,Fresh,,
1765,South Fork San Miguel Ri-CODWR,A1861,South Fork San Miguel Ri,Uknown,Fresh,,
1766,South Fork Service Creek-CODWR,A1862,South Fork Service Creek,Uknown,Fresh,,
1767,South Fork Silver Creek-CODWR,A1863,South Fork Silver Creek,Uknown,Fresh,,
1768,South Fork Slater Creek-CODWR,A1864,South Fork Slater Creek,Uknown,Fresh,,
1769,South Fork Soda Creek-CODWR,A1865,South Fork Soda Creek,Uknown,Fresh,,
1770,South Fork South Platte -CODWR,A1866,South Fork South Platte ,Uknown,Fresh,,
1771,South Fork Walton Creek-CODWR,A1867,South Fork Walton Creek,Uknown,Fresh,,
1772,South Fork White River-CODWR,A1868,South Fork White River,Uknown,Fresh,,
1773,South Fork Williams Fork-CODWR,A1869,South Fork Williams Fork,Uknown,Fresh,,
1774,South Fork Yellowstone C-CODWR,A1870,South Fork Yellowstone C,Uknown,Fresh,,
1775,South Fox Creek-CODWR,A1871,South Fox Creek,Uknown,Fresh,,
1776,South Hardscrabble Creek-CODWR,A1872,South Hardscrabble Creek,Uknown,Fresh,,
1777,South Hunt Creek-CODWR,A1873,South Hunt Creek,Uknown,Fresh,,
1778,South Lake Creek-CODWR,A1874,South Lake Creek,Uknown,Fresh,,
1779,South Lobe Creek-CODWR,A1875,South Lobe Creek,Uknown,Fresh,,
1780,South Lone Pine Creek-CODWR,A1876,South Lone Pine Creek,Uknown,Fresh,,
1781,South May Creek-CODWR,A1877,South May Creek,Uknown,Fresh,,
1782,South Mosquito Creek-CODWR,A1878,South Mosquito Creek,Uknown,Fresh,,
1783,South Muddy Creek-CODWR,A1879,South Muddy Creek,Uknown,Fresh,,
1784,South Platte River-CODWR,A1880,South Platte River,Uknown,Fresh,,
1785,South Ruxton Creek-CODWR,A1881,South Ruxton Creek,Uknown,Fresh,,
1786,South Saint Vrain Creek-CODWR,A1882,South Saint Vrain Creek,Uknown,Fresh,,
1787,South Taylor Creek-CODWR,A1883,South Taylor Creek,Uknown,Fresh,,
1788,South Turkey Creek-CODWR,A1884,South Turkey Creek,Uknown,Fresh,,
1789,South Urraca Creek-CODWR,A1885,South Urraca Creek,Uknown,Fresh,,
1790,South Zapata Creek-CODWR,A1886,South Zapata Creek,Uknown,Fresh,,
1791,Sow Belly Creek-CODWR,A1887,Sow Belly Creek,Uknown,Fresh,,
1792,Spanish Creek-CODWR,A1888,Spanish Creek,Uknown,Fresh,,
1793,Specie Creek-CODWR,A1889,Specie Creek,Uknown,Fresh,,
1794,Spitzie Draw-CODWR,A1890,Spitzie Draw,Uknown,Fresh,,
1795,Spottlewood Creek-CODWR,A1891,Spottlewood Creek,Uknown,Fresh,,
1796,Spring Branch-CODWR,A1892,Spring Branch,Uknown,Fresh,,
1797,Spring Brook-CODWR,A1893,Spring Brook,Uknown,Fresh,,
1798,Spring Canyon-CODWR,A1894,Spring Canyon,Uknown,Fresh,,
1799,Spring Creek-CODWR,A1895,Spring Creek,Uknown,Fresh,,
1800,Spring Creek Draw-CODWR,A1896,Spring Creek Draw,Uknown,Fresh,,
1801,Spring Gulch-CODWR,A1897,Spring Gulch,Uknown,Fresh,,
1802,Spring Run Creek-CODWR,A1898,Spring Run Creek,Uknown,Fresh,,
1803,Spring Run Gulch-CODWR,A1899,Spring Run Gulch,Uknown,Fresh,,
1804,Springdale Creek-CODWR,A1900,Springdale Creek,Uknown,Fresh,,
1805,Spruce Creek-CODWR,A1901,Spruce Creek,Uknown,Fresh,,
1806,Spruce Gulch-CODWR,A1902,Spruce Gulch,Uknown,Fresh,,
1807,Squaretop Creek-CODWR,A1903,Squaretop Creek,Uknown,Fresh,,
1808,Squaw Canyon-CODWR,A1904,Squaw Canyon,Uknown,Fresh,,
1809,Squaw Creek-CODWR,A1905,Squaw Creek,Uknown,Fresh,,
1810,Squirrel Creek-CODWR,A1906,Squirrel Creek,Uknown,Fresh,,
1811,Stake Springs Creek-CODWR,A1907,Stake Springs Creek,Uknown,Fresh,,
1812,Stanley Creek-CODWR,A1908,Stanley Creek,Uknown,Fresh,,
1813,Stanton Creek-CODWR,A1909,Stanton Creek,Uknown,Fresh,,
1814,Staplin Creek-CODWR,A1910,Staplin Creek,Uknown,Fresh,,
1815,Starr Gulch-CODWR,A1911,Starr Gulch,Uknown,Fresh,,
1816,Starvation Creek-CODWR,A1912,Starvation Creek,Uknown,Fresh,,
1817,Steel Canyon Creek-CODWR,A1913,Steel Canyon Creek,Uknown,Fresh,,
1818,Steel Creek-CODWR,A1914,Steel Creek,Uknown,Fresh,,
1819,Steels Fork-CODWR,A1915,Steels Fork,Uknown,Fresh,,
1820,Sterling Springs Draw-CODWR,A1916,Sterling Springs Draw,Uknown,Fresh,,
1821,Steuben Creek-CODWR,A1917,Steuben Creek,Uknown,Fresh,,
1822,Stevens Creek-CODWR,A1918,Stevens Creek,Uknown,Fresh,,
1823,Stewart Creek-CODWR,A1919,Stewart Creek,Uknown,Fresh,,
1824,Stewart Gulch-CODWR,A1920,Stewart Gulch,Uknown,Fresh,,
1825,Stillwater Creek-CODWR,A1921,Stillwater Creek,Uknown,Fresh,,
1826,Stink Creek-CODWR,A1922,Stink Creek,Uknown,Fresh,,
1827,Stinking Gulch-CODWR,A1923,Stinking Gulch,Uknown,Fresh,,
1828,Stinking Water Creek-CODWR,A1924,Stinking Water Creek,Uknown,Fresh,,
1829,Stokes Gulch-CODWR,A1925,Stokes Gulch,Uknown,Fresh,,
1830,Stollsteimer Creek-CODWR,A1926,Stollsteimer Creek,Uknown,Fresh,,
1831,Stone Creek-CODWR,A1927,Stone Creek,Uknown,Fresh,,
1832,Stoner Creek-CODWR,A1928,Stoner Creek,Uknown,Fresh,,
1833,Stonewall Creek-CODWR,A1929,Stonewall Creek,Uknown,Fresh,,
1834,Storm King Creek-CODWR,A1930,Storm King Creek,Uknown,Fresh,,
1835,Story Creek-CODWR,A1931,Story Creek,Uknown,Fresh,,
1836,Story Gulch-CODWR,A1932,Story Gulch,Uknown,Fresh,,
1837,Stout Creek-CODWR,A1933,Stout Creek,Uknown,Fresh,,
1838,Stove Prairie Creek-CODWR,A1934,Stove Prairie Creek,Uknown,Fresh,,
1839,Straight Creek-CODWR,A1935,Straight Creek,Uknown,Fresh,,
1840,Strain Gulch-CODWR,A1936,Strain Gulch,Uknown,Fresh,,
1841,Strawberry Creek-CODWR,A1937,Strawberry Creek,Uknown,Fresh,,
1842,Strehlke Draw-CODWR,A1938,Strehlke Draw,Uknown,Fresh,,
1843,Stridiron Gulch-CODWR,A1939,Stridiron Gulch,Uknown,Fresh,,
1844,Stuart Creek-CODWR,A1940,Stuart Creek,Uknown,Fresh,,
1845,Stub Creek-CODWR,A1941,Stub Creek,Uknown,Fresh,,
1846,Stubbs Gulch-CODWR,A1942,Stubbs Gulch,Uknown,Fresh,,
1847,Stuck Creek-CODWR,A1943,Stuck Creek,Uknown,Fresh,,
1848,Stumpy Creek-CODWR,A1944,Stumpy Creek,Uknown,Fresh,,
1849,Sulphur Creek-CODWR,A1945,Sulphur Creek,Uknown,Fresh,,
1850,Sulphur Gulch-CODWR,A1946,Sulphur Gulch,Uknown,Fresh,,
